Species Name,Common Name
Spathoglottis plicata,Spathoglottis Orchid
Spathoglottis plicata,Ground Orchid
Stachytarpheta indica purple,Stachytarpheta Purple
Stachytarpheta indica red,Stachytarpheta Red
Stachytarpheta indica red,Brazilian Tea
Strelitzia nicolai,Bird Of Paradise White
Strelitzia nicolai,Natal Wild Banana.
Strelitzia parvifolia,Narrow Leaf Bird Of Paradise
Strelitzia reginae,Bird Of Paradise
Strelitzia reginae,Crane Flower
Strelitzia reginae mandelas gold,Bird Of Paradise Yellow
Streptocarpus rexii,Cape Primrose
Streptocarpus rexii,Wild Gloxinia
Streptocarpus rexii,Twin Sisters
Streptosolen jamesonii,Marmalade Bush
Streptosolen jamesonii,Orange Browallia
Strobilanthes glomeratus,Strobilanthes
"Strophanthus gratus, Roupellia grata",Climbing Oleander
"Strophanthus gratus, Roupellia grata",Cream Fruit
Synsepalum dulcificum,Miracle Fruit
Synsepalum dulcificum,Miraculous Berry
Synsepalum dulcificum,Miracle Berry
Syzygium australe,Brush Cherry
Syzygium australe,Scrub Cherry
Syzygium campanulatum,Wild Jamun
Syzygium campanulatum deep red,Wild Jamun Red
Syzygium samarangense nana,Rose Apple Mini
Syzygium samarangense nana,Jaam Pink
Syzygium samarangense nana,Java Apple
Syzygium zeylanicum,Cats Eye
Syzygium zeylanicum,Cat Eye
Tabernaemontana coronaria,Tmc
Tabernaemontana coronaria,Tagar Single
Tabernaemontana coronaria,Crape Jasmine
Tabernaemontana coronaria,Clavel De La India
Tabernaemontana coronaria,East Indian Rose Bay
Tabernaemontana coronaria flore-pleno,Tagar Double
Tabernaemontana coronaria flore-pleno monet,Tiger Tagar Double
Tabernaemontana coronaria flore-pleno variegata,Double Tagar Variegeted
Tabernaemontana coronaria floro-plena hybrida,Tagar Double Frills
Tabernaemontana coronaria floro-plena nana,Tagar Dwarf Double
Tabernaemontana coronaria full moon,Tagar Single Broad Petals
Tabernaemontana coronaria monet,Tiger Tagar Single
Tabernaemontana coronaria nana,Tagar Micro Mini
Tabernaemontana coronaria nana var ashfolia,Tagar Variegated Grey Leaf
Tabernaemontana coronaria nana var ashfolia,Tagar Mini Ash Leaves
Tabernaemontana coronaria variegata,Tagar Variegated
Tagetes erecta orange,Marigold African Orange
Talinum paniculatum variegatum,Fameflower
Talinum paniculatum variegatum,Jewel Of Opar Variegated
"Tamarix aphylla, T. articulata",Athel Tamarisk
"Tamarix aphylla, T. articulata",Smoke Bush
Tapeinochilus ananassae,Indonesian Wax Ginger
Tecoma capensis aurea,Tecoma Radicans Yellow
Tecoma capensis golden,Tecoma Capensis Golden
"Tecoma capensis, Tecomaria radicans, Tecoma radicans",Orange Trumpet Climbers
Tecoma donald smithii,Tecoma Dwarf
"Tecoma gaudichaudi, Tecoma castanifolia",Gaudi Chaudi
Tecoma rosea,Tecoma Climber Pink
Tecoma rosea,Rosy Trumpet Tree
"Tecoma stans, Stenolobium stans",Yellow Bells
"Tecoma stans, Stenolobium stans",Yellow Elder
Terminalia benzoe,Bentzoe Badam
Terminalia mantaly compacta,Terminalia Compacta
Terminalia mantaly tricolor,Variegated Mantaly
Thalia dealbata,Thalia
Theobroma cacao,Cocoa Tree
Theobroma cacao,Choclate Plant
Thevetia nerifolia alba,Lucky Nut White
Thevetia nerifolia alba,Bitti White
Thevetia nerifolia alba,Trumpet Flower
Thevetia nerifolia alba,Be Still Tree
Thevetia nerifolia alba,
"Thevetia nerifolia flava, Cascabela thevetia",Lucky Nut Yellow
"Thevetia nerifolia flava, Cascabela thevetia",Bitti Yellow
"Thevetia nerifolia flava, Cascabela thevetia",Yellow Oleander
"Thevetia nerifolia flava, Cascabela thevetia",Trumpet Flower
"Thevetia nerifolia flava, Cascabela thevetia",Be Still Tree
Thevetia peruviana,Lucky Nut Peach
Thevetia peruviana,Trumpet Flower
Thevetia peruviana,Be Still Tree
Thevetia peruviana,
Thuja compacta,Thuja
Tibouchina granulosa x grandilora,Melastoma Species
Toona ciliata,Indian Mahogany
Toona ciliata,Red Cedar
Toona ciliata,Surian
Triphasia trifolia,Mini Lemon
Trochetia boutoniana,National Flower Of Mauritius
Turnera ulmifolia,West Indian Holly
Turnera ulmifolia,Sage Rose
Turnera ulmifolia,Yellow Alder
Turnera ulmifolia,Yellow Buttercups
Turnera ulmifolia,Sage Rose
Turnera ulmifolia,Cuban Buttercup
Ulmus parviflora,Evergreen Elm
Ulmus parviflora,Chinese Elm
"Uncarina grandidieri, Harpagophytum grandidieri",Black Eyed Susan Shrub
"Vallaris heynei, V. dichotoma",Vallaris
Vinca minor,Periwinkle
Vinca minor,Lesser Periwinkle
Vinca minor variegata,Periwinkle Variegated
Vinca minor variegata,Lesser Periwinkle Variegated
Vitex negundo,Horseshoe Vitex
Vitex negundo,Indian Privet
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Wild Bugle Lily
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Wild Watsonia
"Watsonia meriana, W. meriana var. bulbillifera, W. bulbillifera, Antholyza meriana",Bulbil Watsonia
Whitfieldia longifolia,Clerodendrum Species
Wisteria chinensis,Wisteria
Withania somnifera,Ashwagandha
Woodfordia fruticosa,Fire Flame Bush
Wormia burbidgii,Wormia
Wrightia antidysenterica,Easter Tree
Wrightia antidysenterica,Ceylon Tagar
Wrightia antidysenterica major,Easter Tree Big
Wrightia antidysenterica major,Ceylon Tagar Big
Wrightia religiosa,Wrightia
Wrightia religiosa nana,Wrightia Mini
Wrightia religiosa variegata,Wrightia Variegata
Xanthorrhoea glauca,Grass Tree
Xanthorrhoea glauca,Black Boy
Yucca aloifolia,Yucca
Yucca aloifolia,Spanish Bayonet
Yucca aloifolia,Our Lords Candle
Yucca aloifolia medio picta,Yucca Medio Picta
Yucca elephantipes,Yucca Green
Yucca elephantipes,Giant Yucca
Yucca elephantipes,Spineless Yucca
Yucca elephantipes,Palm Lily
Yucca elephantipes marginata,Yucca Marginata
Yucca filimentosa marginata,Yucca Golden
Yucca species silver,Yucca Silver
Yucca whipplei,Our Lords Candle
Yucca whipplei,Whipplei Yucca
Zamia angustifolia,Zamia Cycas
Zamia furfurea,Cardboard Palm
Zamioculcas zamifolia,Zamioculcas
Zingiber spectabile,Beehive Ginger
Zingiber zerumbet,Wild Ginger
Zingiber zerumbet,Bitter Ginger
Zingiber zerumbet,Sponge Ginger
Abrus precatorius,Indian Licorice
Abrus precatorius,Chanoti
Abrus precatorius,Deadly Crabs Eye
Allium schoenoprasum,Chives
Allium schoenoprasum,Schnittlauch
"Amomum cardamomum, Elettaria cardamomum",Cardamom
Capsicum annum,Chilli
Chamaemelum nobile,Chamomile Roman
Cinnamomum tamala,Cinnamon Leaf
Cinnamomum tamala,Tamalpatra
Cinnamomum tamala,Tejpatta
"Cinnamomum zeylanicum, C. verum",True Cinnamon Tree
Coriandrum sativam,Coriander
Coriandrum sativam,Cilantrope
Curcuma domestica,Turmeric
Curcuma inodora,Wild Turmeric
"Guizotia abyssinica, Guizotia oleifera, Polymnia abyssinica",Ramtil
"Guizotia abyssinica, Guizotia oleifera, Polymnia abyssinica",Niger
"Guizotia abyssinica, Guizotia oleifera, Polymnia abyssinica",Blackseed
Mentha pulegium,Pennyroyal
Mentha pulegium,Penny Royal
"Mentha viridis, M. arvensis, M. piperitu",Field Mint
"Mentha viridis, M. arvensis, M. piperitu",Corn Mint
"Mentha viridis, M. arvensis, M. piperitu",Japanese Mint
Mentha x piperita,Peppermint
Mentha x piperita,Mint
Murraya koenigii,Curry Leaf Plant
"Myristica beddomei, M. dactyloides, M. fragrans",Nutmeg
"Myristica beddomei, M. dactyloides, M. fragrans",Mace
Ocimum basilicum thai siam queen,Basil Thai Siam Queen
Ocimum sanctum,Holy Basil
Ocimum sanctum,Tulsi
Ocimum sanctum krishna tulas,Indian Basil
Ocinum basilicum purple ruffles,Basil Purple Ruffles
Ociumum basilicum minette,Basil
Ociumum basilicum sabja,Sabza
Origanum majorana,Marjoram
Pandanus amaryltifolius,Basmati Plant
Pandanus amaryltifolius,Basmati Pandanus
Pandanus odoratissimum,Screw Pine
Pandanus odoratissimum,Pandanus Species
Pandanus odoratissimum,Hala Screw Pine Walking Tree
Petroselinum crispum,Parsley
Pimenta dioica variegated,All Spice Variegated
"Pimenta dioica, P. officinalis",All Spice
"Pimenta dioica, P. officinalis",Pimento Allspice
Piper betle,Maghai Paan
Piper betle,Betel Leaf
Piper betle,Tambuli
Piper betle aureum,Golden Piper Betle
Piper nigrum,Pepper Climber
Piper nigrum,Gol Mirch
Piper nigrum,Mirch
Piper nigrum,Black Pepper
Rosmarinus officinalis,Rosemary
Santolina chamaecyparissus,Lavender Cotton
Santolina chamaecyparissus,Scented Ground Cover
Stevia rebaudiana,Stevia
Stevia rebaudiana,Diabetes Plant
Theobroma cacao,Cocoa Tree
Theobroma cacao,Choclate Plant
Thymus vulgaris,Thyme
Thymus vulgaris,Common Thyme
Thymus vulgaris,Garden Thyme
Viola x wittrockiana hybrida,Pansy
Aechmea gracilis,Hair Brush Bromeliad
Aechmea nudicaulis marginata,Yellow Margin Bromeliad
Guzmania bolero,Guzmania
Guzmania bolero,Stars Of The Amazon
Guzmania claret,Guzmania Claret
Guzmania continental,Guzmania Red
Guzmania fiesta,Guzmania Fiesta
Guzmania intro,Guzmania Intro
Guzmania lingulata ultra,Guzmania Ultra
Guzmania pax,Guzmania Yellow
Guzmania rana,Red Guzmania
Guzmania rondo,Guzmania
Guzmania salsa,Guzmania Pink
Guzmania soledo,Guzmania Large Yellow
Guzmania switch,Guzmania Purple
Guzmania wittmackii,Guzmania Wittmackii
Guzmania wittmackii,Stars Of The Amazon
Strelitzia reginae,Bird Of Paradise
Strelitzia reginae,Crane Flower
"Strongylodon macrobotrys, S. philippines",Philippines Jade Vine
"Strongylodon macrobotrys, S. philippines",Jade Vine
Vriesea splenriet tiger,Verisia Tiger
Vriesea splenriet tiger,Tiger Bromeliad
Acacia arabica var erecta,Erect Gum Arabic Tree
"Acacia arabica, A. nilotica, A. scorpioides",Gum Arabic Tree
"Acacia arabica, A. nilotica, A. scorpioides",Babul Or Egyptian Mimosa
"Acacia auriculiformis, A. moniliformis",Australian Acacia
"Acacia auriculiformis, A. moniliformis",Golden Shower
"Acacia auriculiformis, A. moniliformis",Ear Leaf
"Acacia auriculiformis, A. moniliformis",Black Wattle
"Acacia catechu, Acasia suma",Khair
Acacia mangium,Acacia Mangium
Acoelorraphe wrightii,Everglades Palm
Acoelorraphe wrightii,Silver Saw Palmetto
Adansonia digitata,Baobab
Adansonia digitata,Monkey Bread
Adansonia digitata,Sour Gourd
Adansonia digitata,African Calabash
Adenanthera pavonina,Red Sandalwood
Adenanthera pavonina,Bead Tree
Adenanthera pavonina,Red Wood
Adenanthera pavonina,Peacock Tree
Aegle marmelos var banares hybrid,Bael Fruit Hybrid
"Aegle marmelos, Feronia pellucida, Crateva marmelos",Bael Fruit
Agathis robusta,Queensland Kauri
Agathis robusta,Queensland Fir
Aglaia odorata,Chinese Perfume Tree
Aglaia odorata,Yellow Kamini
Ailanthus excelsa,Tree Of Heaven
Ailanthus excelsa,Paradise Tree
"Aiphanes erosa, A. minima, Martinezia erosa.",Martinizia Palm
"Aiphanes erosa, A. minima, Martinezia erosa.",Macaw Palm
Albizia amara,Krishna Seris
Albizia amara,Oil Cake Tree
"Albizzia lebbeck, Mimosa lebbeck",Frywood
"Albizzia lebbeck, Mimosa lebbeck",Parrot Tree
"Albizzia lebbeck, Mimosa lebbeck",Womans Tongue
"Albizzia lebbeck, Mimosa lebbeck",Black Shirish
Albizzia procera,White Sirish
Alstonia macrophylla,Batino
Alstonia macrophylla,Devil Tree
Alstonia macrophylla,Hard Alstonia
Alstonia scholaris,Satvin
Alstonia scholaris,Devils Tree
Alstonia scholaris,Pali Mara
Alstonia scholaris,Dita Bark Tree
Alstonia scholaris variegated,Alstonia Variegated
Amherstia nobilis,Tree Of Heaven
Amherstia nobilis,Queen Of Flowering Tree
Amherstia nobilis,The Noble Amherstia
Amherstia nobilis,Splendid Amherstia
Amherstia nobilis,Flame Amherstia
"Anacardium occidentale, Acajou occidentale",Cashew Nut
"Anacardium occidentale, Acajou occidentale",Kaju
"Anacardium occidentale, Acajou occidentale",Cashew Apple
Annona cherimola,Cherimoya
Annona cherimola,Clustered Apple
Annona reticulata,Bullock Heart
Annona reticulata,Corazon
Annona reticulata,Ramphal
Annona reticulata,Gritty Custard Apple
Annona squammosa,Custard Apple
Annona squammosa,Sugar Apple
Annona squammosa rubra,Custard Apple Red
Annona squammosa rubra,Sugar Apple Red
"Anthocephalus kadamba, Neolamarckia cadamba, A. chinensis, A.indicus",Kadamba
"Anthocephalus kadamba, Neolamarckia cadamba, A. chinensis, A.indicus",Kadam
"Anthocephalus kadamba, Neolamarckia cadamba, A. chinensis, A.indicus",Bur - Flower Tree
"Aphanamixis polystachya, A. rohituka, Amoora rohituka",Amoora
"Aphanamixis polystachya, A. rohituka, Amoora rohituka",Pithraj Tree
Araucaria bidwillii,Bunya Bunya
Araucaria bidwillii,Monkey Puzzle
"Araucaria heterophylla, A. excelsa",Christmas Tree
"Araucaria heterophylla, A. excelsa",Norfolk Island Pine
Archontophoenix alexandrae,King Palm
Archontophoenix alexandrae,Alexandra Palm
Archontophoenix alexandrae,Alex Palm
Areca catechu,Betel Nut Palm
Areca catechu,Betel Palm
Areca catechu,Areca-nut Palm
Areca catechu,Bunga
Areca catechu,Pinang
Areca catechu,Jambe
Areca catechu dwarf,Dwarf Areca Nut
Areca catechu var. aureum,Golden Areca Nut
Areca catechu var. aureum,Yellow Supari
Arenga englerii,Dwarf Sugar Palm
Arenga englerii,Formosa Palm
Arenga undulatifolia,Wavy Leaf Arenga
"Artocarpus altilis, A. communis, A. incisus",Bread Fruit
"Artocarpus altilis, A. communis, A. incisus",Milk Juice Tree
Artocarpus integrifolia,Jack Fruit
Artocarpus integrifolia,Phanas Seedlings
Artocarpus integrifolia grafted,Jack Fruit
Artocarpus integrifolia grafted,Phanas Grafts
Artocarpus integrifolia hybrid orange,Jack Fruit Orange Hybrid
Artocarpus lekoocha,Monkey Jack
Averrhoa bilimbi,Belimbi
Averrhoa bilimbi,Belimbing
Averrhoa bilimbi,Sour Cucumber
Averrhoa carambola,Star Fruit
Averrhoa carambola,Carambole
Averrhoa carambola,Oxalis Tree
Azadirachta indica,Indian Neem Tree
Azadirachta indica,Margosa Tree
Azadirachta indica nigra,Black Neem Tree
Azadirachta indica variegata,Variegated Neem
"Bambusa lako, Gigantochloa atroviolacea",Thick Bamboo Black
"Bambusa lako, Gigantochloa atroviolacea",Black Timor Bamboo
"Bambusa lako, Gigantochloa atroviolacea",Black Bamboo
"Bambusa multiplex, B. glaucescens",Bamboo Dwarf
"Bambusa multiplex, B. glaucescens",Fernleaf Bamboo
"Bambusa multiplex, B. glaucescens",Pencil Bamboo
Bambusa ventricosa striata,Buddhas Belly Bamboo Variegated
"Bambusa ventricosa, B. tuldoides ventricosa",Bamboo Buddha Belly
Bambusa vulgaris,Bamboo Golden Variegated
Bambusa vulgaris,Feathery Bamboo
Bambusa vulgaris,Tiger Bamboo
Barringtonia acutangula,Indian Oak
Barringtonia acutangula,Small Indian Oak
"Barringtonia asiatica, B.speciosa, Mammea asiatica",Fish Poison Tree
"Barringtonia asiatica, B.speciosa, Mammea asiatica",Barringtonia
"Bauhinia alba, B. varigata candida",Bauhinea White Flowered
"Bauhinia alba, B. varigata candida",White Orchid Tree
"Bauhinia alba, B. varigata candida",Love Tree
"Bauhinia alba, B. varigata candida",White Mountain Ebony
Bauhinia bidentata,Bauhinia Orange
Bauhinia blackeana,Bauhinia Hybrid
Bauhinia blackeana,Hongkong Orchid Tree
Bauhinia galpinii,Bauhinia Brick Red
Bauhinia galpinii,Pride Of The Cape
Bauhinia purpurea variegata,Variegated Leaf Bauhinia
"Bauhinia purpurea, B. triandra, B. kurzii, B. violacea",Camels Foot
"Bauhinia purpurea, B. triandra, B. kurzii, B. violacea",Mountain Ebony
"Bauhinia purpurea, B. triandra, B. kurzii, B. violacea",Geranium
"Bauhinia purpurea, B. triandra, B. kurzii, B. violacea",Butterfly Tree
Bauhinia rufescens,Bauhinia Mini
Bauhinia sulphurea,Bauhinia Yellow
"Bauhinia tomentosa, B. picta, B. taitensid",St Thomas Tree
"Bauhinia tomentosa, B. picta, B. taitensid",Bell Bauhinia
"Bauhinia variegata, Phanera variegata",Purple Orchid Tree
"Bauhinia variegata, Phanera variegata",Poor Mans Orchid
Beaucarnea recurvata,Nolina Elephants Foot
Beaucarnea recurvata,Pony Tail
Beaucarnea recurvata,Elephant Foot Tree.
"Bignonia metapotomica, Taebubia metapotomica",Tabubia
Bismarckia nobilis blue form,Bismark Palm Silver
Bismarckia nobilis blue form,Blue Bismarkia
Bismarckia nobilis green form,Bismark Palm - Green
Bismarckia nobilis green form,Bismarkia Green
"Bixa orellana, B. americana, B. urucurana",Annatto Tree
"Bixa orellana, B. americana, B. urucurana",Lipstick Tree. Anato
"Bombax ceiba, B. malabaricum",Silk Cotton Tree
"Bombax ceiba, B. malabaricum",Red Kapok Tree
Bombax ellipticum,Shaving Brush Tree
Borassus flabellifer,Palmyra Palm
Borassus flabellifer,Toddy Palm
Borassus flabellifer,Lontar Palm
Borassus flabellifer,Talauriksha Palm
Borassus flabellifer,Rontar Palm
Borassus flabellifer,Wine Palm
Brachychiton acerifolius,Flame Tree
Brachychiton acerifolius,Llawarra Flame Tree
Brachychiton acerifolius,Llawarra Bottle Tree
Brachychiton rupestris,Queensland Bottle Tree
"Brahea armata, Erythea armata, Erythea glauca, Erythea roezlii",Hesper Blue Palm
"Brahea armata, Erythea armata, Erythea glauca, Erythea roezlii",Mexican Blue Palm
Brassia actinophylla variegated,Variegated Brassia
"Brassia actinophylla, Schefflera actinophylla",Australian Umbrella Plant
"Brassia actinophylla, Schefflera actinophylla",Schefflera
"Brassia actinophylla, Schefflera actinophylla",Octopus Tree
"Brassia actinophylla, Schefflera actinophylla",Queensland Umbrella Tree
"Brassia actinophylla, Schefflera actinophylla",Brassaia
Brownea ariza,Brownea Ariza
Brownea ariza,Handkerchief Plant
Brownea ariza,Brownia
Brownea coccinea,West Indian Mountain Rose
Brownea coccinea,Scarlet Flame Bean
Brunfelsia americana,Shrub Honey Suckle
Brunfelsia americana,Lady Of The Night
"Brya ebenus, Asplanthus ebenus",Brya Jamaica Ebony
"Brya ebenus, Asplanthus ebenus",Green Ebony
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Chironji Tree
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Almondette
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Calumpong Nut
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Cheronjee
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Cuddapah Almond
"Buchanania latifolia, Chironjia sapida, Buchanania lanzan",Hamilton Mombin
Bunchosia argentea,Peanut Butter Tree
Butea monosperma lutea,Yellow Flame Of The Forest
Butea monosperma lutea,Yellow Parrot Tree
"Butea monosperma, B. frondosa, Erythrina monosperma",Flame Of The Forest
"Butea monosperma, B. frondosa, Erythrina monosperma",Parrot Tree
"Butia capitata, Cocos capitata, Syagrus capitata",Jelly Palm
"Butia capitata, Cocos capitata, Syagrus capitata",Pindo Palm
"Caesalpinia coriaria, Libidibia coriaria",American Sumac
"Caesalpinia coriaria, Libidibia coriaria",Divi Divi
Caesalpinia echinata,Brazil Wood
Caesalpinia pulcherima,Shankasur Red
Caesalpinia pulcherima,Shankasur Orange
Caesalpinia pulcherima,Brabados Pride
Caesalpinia pulcherima,Peacock Flower
Caesalpinia pulcherima,Dwarf Poinciana
Caesalpinia pulcherima carnea,Shankasur Pink
Caesalpinia pulcherima cremica,Pride Of Barbodas
Caesalpinia pulcherima flava,Shankasur Yellow
Caesalpinia pulcherima flava,Brabados Pride
Caesalpinia pulcherima flava,Peacock Flower
Caesalpinia pulcherima flava,Dwarf Poinciana
Caesalpinia spinosa,Indian Savin Tree
Caesalpinia spinosa,Tara
Calliandra haematocephala,Powderpuff Red
Calliandra portoricens,Powderpuff White
Calliandra surinamensis,Powderpuff Pink
Calliandra surinamensis,Pink Tassel- Flower
Callistemon lanceolatus,Bottle Brush
Callistemon lanceolatus,Red Bottle Brush
Calophyllum inophyllum,Indian Laurel
Calophyllum inophyllum,Alexandrian Laurel
Calophyllum inophyllum,Beauty Leaf
Calophyllum inophyllum,Kamant Dilo Oil
Calotropis porcera,Felt Plant
Camellia japonica hybrida,Common Camellia Hybrids
Camellia sinensis,Tea
Camellia species single,Camellia Species Single
"Cananga odorata, Canangium odoratum",Ylang -ylang
"Cananga odorata, Canangium odoratum",Perfume Tree
